סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,
3,גש גוש חלב,487,2501,1131,19,1112,18,0,0,649,0,0,0,0,5,0,0,0,0,0,1,11,3,148,135,1,0,0,87,49,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,
5,גבעת אלה,1288,1600,1208,4,1204,223,32,1,1,0,0,6,0,14,0,0,0,0,0,0,148,31,86,160,0,0,0,0,442,0,0,0,0,0,0,0,0,0,7,0,0,0,3,50,
2,גבעת יערים,787,923,664,1,663,74,51,2,0,0,18,48,0,7,0,0,0,0,0,0,50,9,203,60,0,0,0,0,66,0,0,0,0,0,0,0,0,0,2,0,0,0,24,49,
10,גבעת שפירא,1077,219,170,0,170,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,5,20,0,0,0,0,70,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,
5,גבת,133,690,555,2,553,169,6,0,0,0,0,1,0,6,0,0,0,0,0,0,104,8,20,82,0,0,0,0,129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,
4,גינוסר,262,552,342,1,341,85,10,0,0,0,0,3,0,5,0,0,0,0,0,0,40,19,50,31,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,
10,געש,842,703,557,1,556,105,12,0,2,0,0,3,0,0,0,0,0,0,0,0,51,12,26,199,0,0,0,0,128,0,0,0,0,0,0,0,0,0,4,0,0,0,2,12,
3,דלתון,431,644,436,0,436,1,13,1,0,0,0,45,0,0,0,0,0,0,0,0,4,0,240,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,8,
3,הגושרים,356,699,498,0,498,110,16,0,0,0,0,4,0,0,0,0,0,0,0,0,77,9,61,60,0,0,1,0,113,0,0,0,0,0,0,0,1,0,6,0,0,0,4,36,
4,הזורעים,307,533,444,3,441,4,124,5,0,0,0,152,1,0,0,0,0,0,0,0,2,4,110,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,10,14,
2,הר גילה,3603,1019,742,3,739,36,67,2,2,0,0,39,1,7,0,0,0,0,0,0,63,32,303,10,0,0,0,0,75,0,0,0,0,0,0,0,0,0,2,1,0,0,38,61,
17,זבדיאל,815,418,355,1,354,1,13,13,0,0,0,28,0,3,0,0,0,0,0,0,3,0,197,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,6,
8,חואלד,1321,513,222,2,220,0,0,0,49,0,0,0,0,0,0,0,0,0,0,1,1,1,17,4,0,0,0,121,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,
12,חולדה,160,654,537,2,535,102,10,1,0,0,0,4,0,5,0,0,0,0,0,0,88,9,62,67,0,0,0,0,147,0,0,0,0,0,0,0,0,0,4,1,0,0,0,35,
17,חלץ,820,360,257,1,256,5,17,0,0,0,0,19,0,4,0,0,0,0,0,0,15,4,149,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,
18,חצרים,397,814,616,0,616,179,8,0,0,0,0,0,0,4,0,0,0,0,0,0,83,18,17,128,0,0,0,0,152,1,0,0,0,0,0,0,0,0,2,0,0,0,1,23,
5,טייבה בעמק,497,1268,463,9,454,15,0,0,168,0,0,0,0,2,0,0,0,0,0,0,3,0,39,87,0,1,0,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
11,טירת יהודה,663,816,638,3,635,12,183,4,0,0,2,120,0,3,0,0,0,0,1,0,15,1,206,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,38,28,
6,טלאל,1181,961,714,5,709,72,46,0,1,0,0,22,0,18,0,0,0,0,0,0,91,42,137,42,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,
2,טלמון,3788,2307,1852,3,1849,2,352,11,0,0,0,1325,0,2,0,0,0,0,0,0,1,1,118,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,17,11,
3,יובל,2009,442,321,0,321,29,38,1,0,0,0,9,0,2,0,0,0,0,0,0,40,1,87,14,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,17,33,
5,יזרעאל,452,564,348,2,346,128,4,0,0,0,0,1,0,3,0,0,0,0,0,0,40,11,9,63,0,0,0,0,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,
12,ישרש,828,717,548,3,545,19,41,0,0,0,7,20,0,8,0,0,0,0,0,0,40,6,270,10,0,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,39,31,
6,כסראסמיע,1296,5857,3658,63,3595,84,11,1,137,0,0,2,0,1,1,1,3,0,0,1,211,681,1687,82,1,0,0,9,154,0,0,0,1,0,0,0,1,0,2,0,1,0,146,377,
8,כפר ביאליק,220,462,329,1,328,40,23,0,0,0,0,1,0,3,0,0,0,0,0,1,59,8,66,18,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,
5,כפר ברוך,132,376,283,1,282,37,15,1,0,0,0,3,0,7,0,0,0,0,0,0,42,7,61,13,0,0,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,2,23,
4,כפר זיתים,786,480,345,2,343,3,28,5,0,0,0,24,0,6,0,0,0,0,1,0,11,2,202,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,28,21,
3,כפר חנניה,1297,525,376,1,375,17,21,1,0,0,0,49,0,2,0,0,0,0,0,0,20,11,142,11,0,0,0,0,59,0,0,0,0,0,0,0,1,0,3,0,1,0,16,21,
4,כפר חרוב,4004,405,248,1,247,47,7,0,0,0,0,1,0,2,0,0,0,0,0,0,36,10,17,27,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,
12,כפר טרומן,673,576,451,1,450,31,30,0,0,0,4,8,0,16,0,0,0,0,0,0,81,9,97,29,0,0,0,0,109,0,0,0,0,0,0,0,0,0,3,0,0,0,3,30,
3,כפר סאלד,345,508,376,7,369,115,9,0,0,0,0,0,0,5,0,0,0,0,0,0,57,8,17,55,0,0,0,0,93,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,
12,כפר שמואל,743,599,490,1,489,63,26,1,0,0,1,9,0,2,0,0,0,0,0,1,80,14,62,47,0,0,0,0,146,0,0,0,0,0,0,0,0,0,5,1,0,0,2,29,
3,כרם בן זמרה,664,404,294,0,294,8,28,2,0,0,0,28,0,4,0,0,0,0,0,0,33,0,149,2,0,0,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,16,7,
9,כרם מהרל,580,673,502,1,501,88,27,1,1,0,0,7,0,4,0,0,1,0,0,0,66,13,43,84,0,0,0,0,139,0,0,0,0,0,0,0,0,0,4,0,0,0,3,20,
17,כרמיה,768,458,334,1,333,41,20,0,3,0,0,2,0,4,0,0,0,0,0,0,40,7,50,74,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,1,0,0,2,24,
3,מחניים,308,599,416,0,416,93,21,3,1,0,0,3,0,5,0,0,0,0,0,0,48,29,76,44,0,0,0,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,1,19,
3,מטולה,43,1468,862,3,859,134,60,1,1,0,0,17,0,12,0,0,0,0,0,0,164,42,126,51,1,0,0,1,150,1,0,0,0,0,0,1,0,0,13,0,0,0,6,78,
2,מסילת ציון,742,713,553,0,553,71,42,0,2,0,2,17,0,14,0,0,0,0,0,0,92,8,75,58,0,0,0,0,108,0,0,0,0,0,0,0,0,0,3,0,0,0,18,43,
9,מעגן מיכאל,694,1730,1134,2,1132,338,23,0,1,0,0,6,0,14,0,0,0,1,0,0,137,37,37,252,0,0,0,1,233,0,0,0,0,0,0,0,0,0,14,1,0,0,1,36,
5,מעלה גלבוע,1127,367,296,1,295,24,139,1,0,0,1,13,0,0,0,0,0,0,0,0,40,0,22,2,0,0,0,1,25,0,0,0,0,0,0,0,0,0,2,0,0,0,2,23,
2,מעלה החמישה,286,574,413,0,413,112,11,1,1,0,0,1,0,2,0,0,0,0,0,1,68,11,19,62,0,0,0,0,103,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,
18,מצדות יהודה,3745,452,352,3,349,3,84,0,0,0,0,229,0,0,0,0,0,0,0,0,2,0,13,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,7,
18,משמר הנגב,395,822,553,1,552,188,26,1,0,0,0,6,0,2,0,0,0,0,0,0,66,16,47,48,0,0,0,0,127,0,0,0,0,0,0,0,0,0,1,0,1,0,0,23,
5,משמר העמק,130,948,731,1,730,223,3,1,1,0,0,2,0,2,0,0,0,0,0,0,90,10,15,249,0,0,0,0,117,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,
17,משען,791,713,544,1,543,7,51,2,0,0,0,41,0,2,0,0,0,0,0,0,29,6,305,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,60,16,
12,מתתיהו,3648,497,352,6,346,0,13,269,0,0,0,36,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,
4,נאות גולן,4551,428,296,0,296,27,27,0,0,0,0,4,0,3,0,0,0,0,0,0,36,24,44,10,0,0,0,0,81,0,0,0,0,0,0,0,0,0,5,0,0,0,2,33,
18,נבטים,396,773,591,3,588,30,83,1,0,0,0,30,0,7,0,0,0,0,0,0,96,11,170,6,0,0,0,7,80,0,0,0,0,0,0,0,1,0,1,0,0,0,13,52,
19,נווה ימין,686,955,682,1,681,42,28,3,0,0,39,29,0,5,0,0,0,0,2,0,64,11,281,12,0,0,0,1,84,0,1,0,0,0,0,0,0,0,2,0,0,0,36,41,
8,נופית,1284,2016,1516,3,1513,174,82,2,0,0,0,16,0,8,1,0,0,0,0,0,224,50,146,110,0,0,0,1,592,0,0,0,0,0,0,0,0,0,5,0,0,0,3,99,
2,נחושה,59,832,639,1,638,11,300,3,0,0,2,111,0,1,0,0,0,0,0,0,18,1,115,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,20,37,
17,נחלה,2045,479,379,2,377,19,34,6,0,0,2,34,0,3,0,0,0,0,0,0,29,0,147,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,52,17,
11,נחלים,449,904,749,1,748,13,302,1,0,0,0,232,0,1,0,0,0,0,2,0,17,5,117,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,6,27,
2,נטף,1254,359,275,0,275,103,5,0,5,0,0,1,0,2,0,0,0,0,0,1,30,1,1,89,1,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,
17,ניר בנים,553,615,450,0,450,89,13,2,0,0,0,3,0,5,0,0,0,0,0,0,80,6,30,41,0,0,0,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
17,ניר חן,11,433,293,0,293,23,32,0,0,1,0,12,0,2,0,0,0,0,0,0,51,7,69,13,0,0,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,2,25,
17,ניר ישראל,699,604,452,2,450,46,41,0,0,0,0,7,0,2,0,0,0,0,0,0,84,8,87,41,0,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,7,31,
19,נירית,1236,851,656,1,655,118,24,0,0,0,0,2,0,25,0,0,0,0,0,0,102,17,43,69,0,0,0,1,221,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,
17,סגולה,2046,440,332,2,330,41,15,2,0,0,0,7,0,4,0,0,0,0,0,0,58,6,74,12,0,0,0,0,82,1,0,0,0,0,0,0,0,0,1,0,0,0,4,23,
18,עין גדי,2042,491,308,0,308,114,18,0,1,0,0,0,0,3,0,0,0,0,0,0,27,6,31,30,0,0,0,0,61,0,0,0,0,0,0,0,0,0,2,0,0,0,2,13,
5,עין השופט,270,870,538,1,537,141,8,0,0,0,2,2,0,3,0,0,0,0,0,0,44,21,17,170,0,0,0,1,114,0,0,0,0,0,0,0,0,0,2,0,0,0,2,10,
2,עין נקובא,521,1754,888,25,863,20,2,0,361,0,0,0,0,0,1,1,0,0,0,0,4,0,100,55,0,0,0,198,15,0,0,0,0,0,0,0,1,0,0,0,0,0,90,15,
2,עלמון,3715,1022,740,0,740,22,93,0,1,0,0,30,0,2,0,0,0,0,0,0,18,33,391,8,0,0,0,0,59,0,0,0,0,0,0,0,0,1,2,2,0,0,9,69,
9,עמיקם,773,549,403,0,403,84,15,0,1,0,0,4,0,2,0,0,0,0,0,0,47,15,48,67,0,0,0,0,82,0,0,0,0,0,0,0,0,0,2,2,0,0,2,32,
18,פעמי תשז,2059,387,293,1,292,6,15,2,0,0,0,14,0,2,0,0,0,0,0,0,19,4,135,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,71,10,
6,פקיעין בוקייעה,536,4496,2631,25,2606,63,0,0,749,0,0,0,0,3,0,0,0,0,0,0,60,1142,170,172,0,0,0,16,96,0,0,0,0,1,1,1,1,1,1,1,0,0,30,98,
9,קיסריה,1167,5162,3311,17,3294,253,170,12,7,0,0,59,0,28,0,0,0,0,0,2,515,117,736,269,0,0,0,2,877,0,0,0,0,0,0,0,0,0,12,2,0,0,28,205,
3,קצרין,4100,6311,3437,29,3408,123,254,19,7,1,1,356,0,30,0,1,0,1,1,0,138,568,1024,56,0,0,0,1,439,1,1,0,0,0,0,1,3,0,52,0,0,0,93,237,
8,ראס עלי,990,424,184,0,184,0,0,0,51,0,0,0,0,0,0,0,0,1,0,0,0,0,60,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
17,רווחה,2051,425,346,1,345,2,11,3,0,0,0,16,0,2,0,0,0,0,0,0,4,1,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15,
5,רומאנה,539,780,559,10,549,1,0,0,359,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,
19,רמות השבים,206,1184,916,0,916,140,36,1,1,0,2,10,0,5,0,0,0,0,0,0,163,20,68,149,0,0,0,0,282,0,1,0,0,0,0,0,0,0,0,0,0,0,2,36,
1,רמת רחל,127,356,288,0,288,68,9,0,1,0,0,2,0,0,0,0,0,0,0,0,56,12,24,50,0,0,0,0,57,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,
17,שדה יואב,293,390,310,2,308,66,7,0,1,0,0,1,0,6,0,0,0,0,0,0,46,8,14,72,0,0,0,0,74,0,0,0,0,0,0,0,0,0,2,0,0,0,1,10,
5,שדה יעקב,142,651,507,1,506,22,155,1,0,0,0,97,0,1,0,0,0,0,0,0,21,2,114,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,7,42,
17,שדה משה,18,402,305,0,305,39,11,0,0,0,0,5,0,4,0,0,0,0,0,0,50,12,77,10,0,0,0,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,3,20,
9,שדות ים,327,722,593,0,593,138,13,7,2,0,0,4,0,5,0,0,0,0,0,0,124,18,35,59,0,0,0,0,145,0,0,0,0,0,0,0,0,0,14,1,0,0,6,22,
4,שער הגולן,264,489,366,2,364,91,5,0,2,0,0,1,0,2,0,0,0,0,0,0,49,7,13,90,0,0,0,0,85,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,
2,שריגים ליאון,1114,810,556,0,556,105,23,0,3,0,0,2,1,6,0,0,0,0,0,0,61,12,88,102,0,0,0,0,127,0,0,0,0,1,0,0,0,0,2,0,0,0,3,20,
5,שריד,126,764,534,0,534,107,7,1,1,0,0,0,0,7,0,0,0,0,0,0,58,23,29,172,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,
17,שתולים,763,1432,1048,6,1042,35,105,4,0,0,4,58,0,12,0,0,0,0,0,0,67,23,483,16,0,0,0,0,101,0,0,0,0,0,0,0,0,0,4,1,0,0,68,61,
5,תל עדשים,103,863,684,5,679,74,52,2,2,0,0,14,0,2,0,0,0,0,0,0,99,23,124,36,1,0,0,0,191,0,0,0,0,0,0,0,0,0,3,0,0,0,3,53,
5,תמרת,1244,1162,907,1,906,169,11,1,3,0,0,7,0,15,0,0,0,0,0,0,136,23,55,155,0,0,0,0,288,0,0,0,0,0,0,0,0,0,4,1,0,0,2,36,
2,תעוז,752,435,337,1,336,21,45,1,1,0,1,24,0,4,0,0,0,0,0,0,12,2,104,20,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,
18,תפרח,709,1049,887,6,881,0,7,652,0,0,0,33,0,0,0,0,0,0,0,0,1,0,51,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,
18,תקומה,665,505,406,0,406,13,117,1,0,0,0,72,0,2,0,0,0,0,0,0,21,1,114,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,1,0,0,7,22,
9,אום אלפחם,2710,36766,12187,215,11972,20,2,1,9635,0,3,1,1,19,10,2,2,4,0,2,8,3,172,312,1,2,1,1645,78,1,1,2,2,0,1,3,0,2,6,1,1,0,13,15,
17,אורות,2012,433,315,0,315,51,15,0,0,0,1,4,0,7,0,0,0,0,0,0,52,7,37,35,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,3,14,
5,אלוני אבא,429,705,532,1,531,100,9,0,1,0,0,4,0,7,0,0,0,0,0,0,73,14,38,73,0,0,0,0,171,0,0,0,0,0,0,0,0,0,5,0,0,0,2,34,
5,אלונים,285,508,398,2,396,112,15,0,0,0,0,1,0,4,0,0,0,0,0,0,60,9,24,31,0,0,0,0,121,0,0,0,0,0,0,0,1,0,1,0,0,0,1,16,
3,אליפלט,730,463,326,1,325,2,28,0,0,0,0,18,0,0,0,0,0,0,0,0,20,0,213,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,
17,ביצרון,234,890,703,1,702,91,29,3,0,0,3,5,0,8,0,0,0,0,0,1,166,15,56,55,0,0,0,1,225,0,0,0,0,0,0,0,0,0,1,0,0,0,1,42,
3,ביריה,368,595,415,1,414,4,19,9,0,0,0,52,0,0,0,0,0,0,0,0,20,2,210,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,60,17,
10,בית יהושע,288,755,571,0,571,99,20,2,0,0,0,4,0,2,0,0,0,0,0,0,97,14,53,79,0,0,0,0,175,0,0,0,0,0,0,0,0,0,4,0,0,0,1,21,
17,בית ניר,16,453,343,1,342,90,7,0,1,0,0,1,0,2,0,0,0,0,0,1,31,8,6,117,0,0,0,0,66,0,0,0,0,0,0,0,0,0,2,0,0,0,1,9,
12,בית עוזיאל,301,473,331,0,331,16,23,0,0,0,14,23,1,10,0,0,0,0,0,0,18,6,132,7,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,
5,בית רימון,1162,407,333,0,333,15,176,1,0,0,0,83,0,0,0,0,0,0,0,0,9,1,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,15,
5,בית שאן,9200,14469,9428,50,9378,83,455,54,5,0,0,728,0,45,0,0,0,0,0,0,193,131,5121,28,2,0,0,3,230,1,0,0,0,0,1,1,0,0,15,0,1,0,1980,301,
17,בית שקמה,747,578,393,4,389,8,19,2,0,0,1,24,0,1,0,0,0,0,0,0,11,3,206,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,89,8,
13,בני ראם,588,912,718,4,714,4,162,46,0,0,1,174,0,3,0,0,0,0,0,0,5,2,218,1,0,0,0,0,17,0,0,0,0,0,0,0,1,0,7,0,0,0,61,12,
3,ברעם,667,517,367,1,366,70,0,0,2,0,0,1,0,1,0,0,0,0,0,0,33,18,11,148,0,0,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,
10,גאולי תימן,872,257,182,0,182,7,12,1,8,0,0,17,0,1,0,0,0,0,0,0,5,1,82,5,0,0,0,7,15,0,0,0,0,0,0,0,0,0,2,0,0,0,5,14,
11,גבעת השלושה,870,518,418,1,417,109,10,0,0,1,0,3,0,4,0,0,0,0,0,0,86,5,36,46,0,0,0,0,92,0,0,0,0,0,0,0,0,0,2,0,0,0,4,19,
11,גבעת כח,802,645,466,0,466,19,55,3,0,0,2,24,0,8,0,0,0,0,0,0,34,3,185,6,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,1,0,0,25,50,
17,גברעם,342,404,326,1,325,46,14,1,0,1,0,1,0,4,0,0,0,0,0,1,65,20,21,23,0,0,1,0,103,0,0,0,0,0,0,0,1,0,1,0,0,0,4,18,
17,גיאה,706,567,435,0,435,58,25,3,0,0,1,10,1,8,0,0,0,0,0,1,57,8,92,24,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,
12,גינתון,863,666,512,4,508,52,23,0,2,0,0,14,0,11,0,0,0,0,0,0,86,22,99,32,0,0,0,0,120,0,0,0,0,0,0,0,0,0,5,0,0,0,9,33,
5,גלעד אבן יצחק,369,367,292,2,290,81,7,0,3,0,0,0,0,0,0,0,0,0,0,0,23,7,6,44,0,0,0,0,102,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,
19,גן חיים,239,537,431,4,427,67,9,0,1,0,0,4,1,5,0,0,0,0,0,0,88,15,22,52,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,
17,גת קיבוץ,340,598,423,0,423,88,10,0,0,0,0,2,0,4,0,0,0,0,0,0,51,8,24,102,0,0,0,0,109,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20,
2,דולב,3747,883,691,4,687,4,178,0,0,0,0,402,0,1,0,0,0,0,0,0,2,1,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,12,5,
5,הושעיה,1186,1424,1076,3,1073,30,475,2,0,0,0,127,0,2,0,0,0,0,0,0,61,1,173,7,0,0,0,0,95,0,0,0,0,0,0,1,0,0,4,0,0,0,14,81,
5,הזורע,250,911,635,0,635,175,17,0,2,0,1,5,0,5,0,0,0,0,1,1,62,14,15,202,0,0,0,0,115,0,0,0,0,0,0,0,0,0,4,0,0,0,3,13,
5,היוגב,684,575,452,1,451,97,13,0,0,0,0,2,0,7,0,0,0,0,0,0,97,19,22,21,0,0,0,0,150,0,0,0,0,0,0,0,0,0,4,0,0,0,4,15,
15,הרצליה,6400,84414,55141,170,54971,5127,2680,449,92,5,3,959,8,511,1,1,1,2,2,11,6908,2413,11580,4557,2,3,0,9,14701,12,7,2,1,1,4,1,5,7,215,17,1,0,1677,2996,
17,חצב,700,879,660,1,659,33,63,1,1,0,1,33,0,10,0,0,0,0,0,0,86,8,275,6,0,0,0,0,67,0,0,0,0,0,0,1,1,1,0,0,1,0,27,44,
2,טל שחר,462,815,630,2,628,112,30,0,3,0,0,6,0,3,0,0,0,0,0,1,94,28,59,86,0,0,0,0,134,0,0,0,0,0,0,0,0,0,3,0,0,0,9,60,
4,יבנאל,46,2573,1694,11,1683,62,64,44,2,0,1,127,0,10,0,0,0,0,0,0,67,23,319,21,0,0,0,0,131,0,0,0,0,1,0,0,0,0,23,0,0,0,738,50,
12,יגל,798,625,476,1,475,3,24,6,0,0,0,17,0,8,0,0,0,1,0,0,18,8,292,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,52,18,
17,יד נתן,775,430,313,0,313,24,26,0,1,0,0,5,0,5,0,0,0,0,0,0,68,7,44,19,0,0,0,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,4,20,
4,יונתן,4007,414,309,0,309,6,133,5,0,0,0,82,0,0,0,0,0,0,1,0,2,0,36,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,3,26,
5,יפיע,499,13420,5664,78,5586,65,0,0,3356,0,1,1,0,6,5,0,1,0,0,0,12,1,305,181,2,0,0,1504,42,0,0,1,1,1,0,2,3,2,2,2,0,0,3,87,
12,כפר בן נון,2010,544,415,1,414,77,21,0,0,0,0,7,0,2,0,0,0,0,0,0,41,16,67,57,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,
10,כפר הס,187,1070,813,1,812,158,19,0,3,0,0,1,0,8,0,0,0,0,0,0,132,19,31,114,0,0,0,0,302,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,
10,כפר הראה,217,765,580,1,579,15,195,1,0,0,0,183,0,3,0,0,0,0,0,0,35,0,90,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,11,34,
17,כפר הריף,888,582,452,2,450,63,22,0,1,0,0,1,0,8,0,0,0,0,0,1,75,11,69,35,0,0,0,0,124,0,0,0,0,0,0,0,0,0,3,0,0,0,4,33,
6,כפר ורדים,1263,4708,3259,11,3248,506,133,1,41,0,0,48,0,61,0,0,2,0,0,1,380,119,392,400,0,0,0,0,839,2,0,0,0,0,0,0,0,0,22,0,0,0,6,295,
5,כפר יהושע,140,852,659,2,657,167,33,0,1,0,1,2,0,6,0,0,0,0,0,0,140,17,37,83,0,0,0,0,144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,
17,כפר מנחם,274,899,673,2,671,135,16,0,5,0,1,2,0,3,0,0,0,0,0,0,87,9,43,175,0,0,0,0,167,0,0,0,0,0,0,0,0,0,1,0,0,0,2,25,
10,כפר נטר,316,697,550,1,549,91,28,0,1,0,0,6,0,4,0,0,0,0,0,0,111,13,54,61,0,0,0,0,154,0,0,0,0,0,0,0,0,0,1,0,0,0,4,21,
3,כרכום,1285,460,307,4,303,48,13,0,0,0,0,0,0,6,0,0,0,0,0,0,55,11,56,31,1,0,0,0,52,0,0,0,0,0,0,0,0,0,4,1,0,0,2,23,
12,לפיד,1310,1797,1326,1,1325,178,71,1,4,0,0,26,1,18,0,0,0,0,0,0,178,41,219,108,0,0,0,0,390,1,0,0,0,0,1,0,0,0,5,0,0,0,5,78,
5,מגן שאול,1155,386,279,0,279,13,19,0,0,0,0,14,0,2,0,0,0,0,0,0,24,8,144,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,11,9,
5,מדרך עוז,2029,564,402,1,401,16,32,8,0,0,0,13,0,2,0,0,0,0,0,0,29,12,182,4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,24,28,
4,מנחמיה,48,940,568,1,567,34,36,7,1,0,0,43,0,2,0,0,0,0,0,0,40,18,251,14,0,0,0,0,76,1,0,0,0,0,0,0,0,0,1,0,0,0,19,24,
3,מעין ברוך,416,472,328,0,328,91,7,0,2,0,0,4,0,6,0,0,0,0,0,0,46,14,29,36,0,0,0,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,3,14,
9,מעלה עירון,1327,10221,3212,54,3158,10,0,1,2105,1,0,1,0,0,5,0,0,0,0,0,3,1,92,109,0,0,1,770,12,0,0,1,1,0,0,0,1,2,16,1,1,0,3,21,
5,מרחביה מושב,97,589,429,0,429,50,16,1,1,0,0,17,0,1,0,0,0,0,0,0,82,13,65,34,0,0,0,0,110,0,0,0,0,0,0,0,0,0,6,0,0,0,5,28,
17,מרכז שפירא,1098,1495,1193,1,1192,5,183,7,0,0,0,586,0,3,0,0,0,0,0,0,18,2,240,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,95,36,
12,משמר איילון,670,402,301,1,300,23,14,1,1,0,0,5,0,6,0,0,0,0,0,0,52,10,70,20,0,0,0,0,66,0,0,0,0,0,0,0,0,0,4,0,0,0,2,26,
